"database","scopus_id","openalex_id","title","journal","publication_year","doi","citations","abstract","authors","query_category"
"OpenAlex",NA,"https://openalex.org/W4411049600","Opposition parties and hybrid regime change: evidence from Mexico, Russia, Taiwan, and Turkey","Contemporary Politics",2025,"https://doi.org/10.1080/13569775.2025.2516438",5,"This paper examines the role of opposition parties in regime change within hybrid regimes. Two cases of autocratization (Russia and Turkey) and two of democratisation (Mexico and Taiwan) are selected to illustrate different trajectories of regime transformation under hybrid regimes. We focus on three key dimensions of opposition party politics that potentially affect the speed of regime transformation: a) the relationship between major opposition parties and the incumbent, b) the relationship among opposition parties, and c) the extent of opposition coordination against the incumbent. We posit that each of these dimensions substantially affects the speed of regime transformation, whether towards democracy (slow: Taiwan; fast: Mexico) or autocracy (slow: Turkey; fast: Russia).","Düzgün Arslantaş; Şenol Arslantaş","political_party"
"OpenAlex",NA,"https://openalex.org/W3122155610","Why it matters to keep asking why legislatures matter","Journal of Legislative Studies",2021,"https://doi.org/10.1080/13572334.2020.1866836",12,"Legislative scholars are very good at explaining and analysing what legislatures do and how they do it. But the why question – why legislatures do what they do and why they matter – is often taken for granted or not raised at all. Our objective in this paper is to focus attention back onto the ‘why’ question and to explore the grounds upon which legislative scholars, and others, might be encouraged to reconsider this basic question. In seeking to coax a reconsideration of the importance of legislatures, we direct attention towards processes of legitimation and why legislatures are invested in such processes across the world in the modern era. If, as we argue, an answer to the question of why legislatures matter is to be grounded in processes of legitimation, then deficiencies in those processes or the questionability of those processes also expose the contingent nature of such an answer.","David Judge; Cristina Leston‐Bandeira","political_party"
"OpenAlex; Scopus","SCOPUS_ID:85081380211","https://openalex.org/W3011409917","Intra-party dynamics and the success of federal arrangements: Ethiopia in comparative perspective","Regional and Federal Studies",2021,"10.1080/13597566.2020.1736569",7,"What determines the success of federal arrangements? Federal arrangements are often introduced in contexts that lack multi-party democracy and instead are characterized by centralization and limited competition in the context of a dominant party system. This uneasy combination of regional autonomy on the one hand and centralization on the other alters federal dynamics significantly, most visibly in different modes of access to political power, procedures of political representation and consultation, and rules underlying political decision-making. The Ethiopian federal system serves as an empirical illustration for how intra-party politics takes precedence over federal institutions. Most importantly, original interview data collected during fieldwork suggests that the prevalence of party structures and procedures rather than formal federal institutions results in a system that provides relative stability, however, interferes with regional autonomy. The findings underline the broader relevance of extra-constitutional factors for comparative analyses of the workings and success of federal systems.","Livia Rohrbach","political_party"
"OpenAlex",NA,"https://openalex.org/W4411411402","Emerging issues and new frontiers in federalism, regionalism and territorial governance: the role of <i>Regional &amp; Federal Studies</i> in shaping future research agendas","Regional & Federal Studies",2025,"https://doi.org/10.1080/13597566.2025.2518752",13,"This essay marks the transition to a new editorial team at Regional & Federal Studies and offers a broad review of emerging themes and future directions in the study of federalism, regionalism, and territorial governance. Building on the journal’s legacy, it identifies key areas of conceptual and empirical development, highlights ongoing shifts in the global research landscape, and calls for greater geographical and epistemological diversity beyond Western-centric paradigms. The article also outlines the journal’s editorial priorities, including a commitment to methodological pluralism, diversity and inclusion, and stronger engagement with policymakers and wider publics. By mapping emerging issues and setting out new research frontiers, it positions Regional & Federal Studies as a leading platform for innovative, comparative, and globally relevant scholarship in territorial politics.","Davide Vampa; Filippo Boni; Assefa Fiseha; Meryl Kenny; Mariely López‐Santana; Mattia Zulianello","political_party"
"OpenAlex",NA,"https://openalex.org/W3045942402","Prelude to the revolution. Independent civic activists in Mubarak’s Egypt and the quest for hegemony","The Journal of North African Studies",2020,"https://doi.org/10.1080/13629387.2020.1801267",13,"This article explores whether, in the decade preceding the 2011 uprising, Egypt’s Independent Civic Activists (ICAs) can be considered organic intellectuals in terms of Antonio Gramsci’s well-known definition. To do so, three aspects of ‘organicity’ with respect to subaltern groups are identified: a ‘demographic’ dimension, namely their embeddedness within subaltern groups; an ‘ideological’ dimension pertaining to their ability to correctly identify the problems affecting subaltern classes; and a ‘cognitive’ dimension, i.e. whether ICAs had managed to gain at least partial recognition from subaltern groups as providing political leadership. During the pre-2011 period, ICAs can be shown to be partly – but not fully – ‘organic’ intellectuals with respect to Egypt’s subaltern groups. Examining ICAs’ evolving mobilisation, it is also possible to both discern the embryonic emergence of a counter-hegemonic project well before 2011, and by contrast the substantial continuity between the regime and the Ikhwan. Finally, the article notes that the Egyptian regime under Husni Mubarak appeared unable or unwilling to address the root causes of dissatisfaction through anything other than palliative measures, leaving it not so much stable as fierce and brittle, vulnerable in precisely the same ways ICAs capitalised on in the run-up to the ‘January 25th Revolution’.","Gennaro Gervasio; Andrea Teti","political_party"
"Scopus","SCOPUS_ID:85102923687",NA,"How did Tunisians react to Ennahdha’s 2016 reforms? Evidence from a survey experiment","Mediterranean Politics",2023,"10.1080/13629395.2021.1894541",4,"","Ash K.","political_party"
"OpenAlex",NA,"https://openalex.org/W4403182967","Post-Salafism: From global to local Salafism","Mediterranean Politics",2024,"https://doi.org/10.1080/13629395.2024.2410115",2,"","Théo Blanc; Olivier Roy","political_party"
"OpenAlex",NA,"https://openalex.org/W3011251070","Collaboration in the last mile: evidence from grocery deliveries","International Journal of Logistics Research and Applications",2020,"https://doi.org/10.1080/13675567.2020.1740660",54,"The grocery sector has transitioned into an omnichannel operating mode, allowing consumers to buy online and have their order delivered to their chosen address. The last mile delivery service leads to avoidable inefficiencies such as low asset utilisation and repeated trips to nearby neighbourhoods, increasing vehicle emissions, traffic, and operational costs. Combining historical order and delivery data of an online grocery retailer with secondary data publicly available on other retailers, we employ Monte Carlo simulation to estimate grocery home delivery demand per 1-hour time windows. We use the simulation output as an input to daily vehicle routing problem instances under independent and collaborative last mile delivery operation to estimate the impact of collaboration. Our analyses show distance savings of around 17% and route reduction of around 22%. These results can support policies incentivising vehicle and infrastructure sharing settings and decoupling the last mile delivery from the core grocery retail services.","Emel Aktaş; Michael Bourlakis; Dimitris Zissis","political_party"
"OpenAlex",NA,"https://openalex.org/W3111291941","Movements as multiplicities and contentious branding: lessons from the digital exploration of #Occupy and #Anonymous","Information Communication & Society",2020,"https://doi.org/10.1080/1369118x.2020.1847164",16,"This conceptual paper wishes to contribute to the debate on digitally mediated movements by developing the perspective of ‘contentious branding’. The empirical research has followed the #Occupy and #Anonymous hashtags around popular social media, reconstructing their highly heterogeneous adoption. A branding perspective on contentious politics is aimed at highlighting the diverse and sometimes contradictory appropriations of the ‘semiotic repertoires’ of protest movements, particularly apparent within digital networks of communication. A contentious branding perspective on social movements not only tries to fit these specific cases better: it intends to provide an epistemological and methodological device to sustain a non-essentialist understanding of social movements in general, and to face the challenges and opportunities of digital social movement research in particular. The first section of the paper briefly discusses the concepts ‘social movement’ and ‘branding’, characterizing the proposed idea of ‘contentious branding’. Some insights derived from a broader digital exploration on the uses of the hashtags #Occupy and #Anonymous then serve to emphasize their variable, incoherent and at times contradictory utilization: few of the several reiterations of the brand Occupy, deviating from its original use, are presented, and a heuristic categorization of Anonymous’ diverse issues of involvement is proposed. Based on this, the discussion further develops the concept of contentious branding, clarifying its analytical boundaries vis a vis neighboring approaches in social movement theory. The conclusion discusses some of the epistemological and methodological implications that contentious branding bears for the study of social movements in the digital age.","Davide Beraldo","political_party"
"OpenAlex",NA,"https://openalex.org/W4385217725","From Insurgency to Local Politics the Case of the Former FARC-EP Insurgent Guillermo Torres in Turbaco, Colombia","Civil Wars",2023,"https://doi.org/10.1080/13698249.2023.2222947",3,"Political participation by the former FARC-EP in Colombia remains challenging. Yet, despite limited acceptance of ex-rebels by Colombian society, ex-insurgent Guillermo Torres successfully ran for office in the municipality of Turbaco. We observe how he negotiated his identity as former rebel, revolutionary musician, and son-of-the-soil, to make himself a credible candidate, and to implement a progressive agenda. We challenge mainstream perspectives on ‘political reintegration’ and localise the ‘rebel-to-party’ debate. We suggest four elements to understand ex-insurgents political participation in local realms: identity and sense of belonging, insurgent and post-insurgent relations with local society, interaction with regional elites, and partisan competitiveness.","Julián Cortés-Urquijo; Rafael Quishpe; Laura Malagón Valbuena; G. van der Haar","political_party"
"OpenAlex",NA,"https://openalex.org/W4402460123","Voting and Violence in Competitive Autocracies: The Case of the 2008 Runoff Election in Zimbabwe","Civil Wars",2024,"https://doi.org/10.1080/13698249.2024.2347146",0,"How, when and where violence is deployed during periods of extreme regime crisis is determined by regime support expectations. Regimes use political geography to direct violence and ensure political compliance. Areas have ‘core’ high regime loyalty, ‘swing’ loyalty where government and opposition have supporters, or ‘costly’ and loyalty opposition support. During elections, regimes accommodate, suppress or force voters in each area. In runoffs, regimes use new information to increase vote share in core support areas, and use violence against suspected defecting voters. In Zimbabwe during 2008, violence patterns maximised the regime’s favourable political geography, placing typically safe communities in danger.","Helen M. Morris; Clionadh Raleigh","political_party"
"OpenAlex",NA,"https://openalex.org/W4391882256","Conciliating Subaltern and Liminal Geopolitics: Reggio Emilia’s City Diplomacy and the Geographies of Lusophone Africa’s Decolonisation","Geopolitics",2024,"https://doi.org/10.1080/14650045.2023.2291067",6,"This paper discusses the story of a generous popular mobilisation that made possible a peculiar experience of transnational cooperation since the early 1970s. That is, the campaigns in solidarity with Mozambican anticolonial resistance that made the small town of Reggio Emilia (Italy) a key place in the processes of Lusophone Africa decolonisation, to the point that an often-told anecdote reports that many Mozambican people sympathetic with anti-colonialist organisation Frelimo believed that Reggio Emilia was the ‘capital’ of Italy. Indeed, it was mostly from the Emilian town that concrete aid arrived from Italy to Frelimo’s clandestine guerrilla bases between Tanzania and Northern Mozambique. Based on the exceptional archives surviving in Reggio, which abundantly document the Reggio-Africa solidarity experience showing that it was not limited to Mozambique, and on original interviews with surviving protagonists, this paper extends and connects for the first time literature on city diplomacy with scholarship on critical, subaltern and liminal geopolitics of decolonisation. I especially argue for giving more consideration to a ‘radical city diplomacy’, which provides examples for constructing geopolitical challenges form below to the state and the territorial models that have dominated mainstream geopolitics hitherto.","Federico Ferretti","political_party"
"OpenAlex",NA,"https://openalex.org/W4386301289","Hybrid rallies and a rally-centric campaign: the case of Kenya’s 2022 elections","Commonwealth and Comparative Politics",2023,"https://doi.org/10.1080/14662043.2023.2232160",10,"Scholars tend to present either face-to-face or mediatised audiences as the principal target for election campaign rallies. However, a close eye on the staging of, and popular engagement with, campaign rallies during Kenya's 2022 elections reveals that they constituted a hybrid form of political communication that simultaneously targeted face-to-face and mediatised audiences with tailored messages. Not only were rallies at all levels characterised by such hybridity but also at the presidential level, rallies came to dominate candidates' diaries and the traditional and social media coverage of them leading to what I coin a rally-centric campaign. This paper analyses these empirical realities and the implications for how we should study and conceptualise election rallies and campaigns. It does so by focusing on the relationship between rallies, media coverage and popular engagement with a particular focus on social media.","Gabrielle Lynch","political_party"
"OpenAlex; Scopus","SCOPUS_ID:85193467829","https://openalex.org/W4398138896","Opposition party institutionalisation in authoritarian settings: the case of Uganda","Commonwealth and Comparative Politics",2024,"10.1080/14662043.2024.2349345",3,"This article analyses the process of institutionalisation among Ugandan opposition parties and highlights the tensions at play between party institutionalisation and broader party goals in authoritarian settings. Based upon qualitative research conducted between 2016 and 2023, we offer a historical analysis of the steps towards institutionalisation – understood as a process, rather than a state – taken by two Ugandan parties: the Forum for Democratic Change (FDC) and the Democratic Party (DP). Uganda features historical parties such as the DP that were severely weakened by the ‘Movement era’ but endured despite losing ground, and newer opposition forces, such as the FDC, that proved relatively stronger despite being divided over the question of building party structures, thus providing an interesting case study. Ultimately, this article demonstrates the complex, and at times conflicting, implications of institutionalisation for opposition parties’ ability to achieve their objectives in an authoritarian regime.","Eloïse Bertrand; Michael Mutyaba","political_party"
"OpenAlex",NA,"https://openalex.org/W4395046854","Internationalism, cooperation and personal entanglements between Cuba, the German Democratic Republic, and Angola in the socialist world","Cold War History",2024,"https://doi.org/10.1080/14682745.2024.2306402",0,"On the basis of German and Cuban archival documents, the present article tries to apply the global history notion of ‘entanglement’ to the study of intercontinental personnel circulations within and at the margins of the Council for Mutual Economic Assistance (CMEA). It shows the flows of personnel which were set in motion by the implementation of the CMEA’s task of achieving convergence in the sense of ‘aligning the developmental level’ of its member states. At the same time, it examines the contribution of these personnel flows to the convergence function of the CMEA. Angola is taken as a case study by investigating the Cuban–East German–Angolan entanglement in intercontinental mobility, with a specific focus on the circulating personnel; by examining institutional and everyday practices of dealing with inequality in these encounters; and by evaluating Cuba’s role in the CMEA on the level of personnel encounters, exchanges, and interactions. The present contribution zooms into personal encounters between Cubans, East Germans and Angolans in Angola while assessing how the organisational setting of these encounters mediated inequality.","Berthold Unfried","political_party"
"OpenAlex",NA,"https://openalex.org/W3210319962","Climate Change Acts: Origins, Dynamics, and Consequences","Climate Policy",2021,"https://doi.org/10.1080/14693062.2021.1996536",22,"Framework legislation on climate change is coming of age. Ever more nation states and sub-state entities are passing Climate Change Acts (CCAs) – framework legislation that lays down general principles and obligations for climate change policymaking – and a number of early adopters are updating or replacing their initial legislation. This provides an opportune moment to bring together and move forward the scholarship on CCAs, examining where they have come from (their origins), how they work in practice (their dynamics), and what impacts they are having on the world and how it is organized (their consequences). The contributions to this Special Issue analyse the CCAs of Sweden, Mexico, New Zealand, Australian subnational governments, the UK, Denmark, Scotland and Austria as well as an unsuccessful attempt to introduce a Belgian CCA. Collectively, they add a wealth of new perspectives to the growing scholarship, identifying policy insights that can inspire further scholarship and future policy endeavours that can learn from these cases. The Special Issue contributions demonstrate that a number of contextual factors and elements of parliamentary process are important for successful passing of CCAs and/or high levels of ambition in the legislation itself. They highlight both the dangers and potential of policy fragmentation as dynamics of CCAs and the potential role for advisory bodies to shape these dynamics. Finally, consequences are identified in changes in political culture, parliamentary debate and the emergence of specific policies.","Sarah Louise Nash; Diarmuid Torney; Simon Matti","political_party"
"OpenAlex",NA,"https://openalex.org/W7151988362","Weak parties, strong elites: political institutionalisation and democratic fragility in Nigeria","African Identities",2026,"https://doi.org/10.1080/14725843.2026.2657558",1,"This study examines the weak institutionalisation of political parties in Nigeria and their implications for insecurity and democratic fragility. It argues that political parties in Nigeria are plagued by elite capture, deficient internal democracy, and limited grassroots engagement, which collectively undermine their capacity to foster democratic consolidation. Instead of promoting issue-based politics, parties function primarily as instruments of patronage, godfatherism, and rent-seeking. These institutional shortcomings, rooted in Nigeria’s authoritarian legacies and state-orchestrated party formations, have eroded public trust, exacerbated voter apathy, triggered electoral violence, and intensified separatist agitations. Methodologically, the article adopts a qualitative research design, drawing on documentary analysis of party constitutions, electoral reports, and secondary literature, complemented by process tracing of key electoral and political episodes across Nigeria’s Fourth Republic. The paper links these dynamics to broader patterns of democratic backsliding and governance instability and concludes by advocating reforms to enhance internal party democracy, curb elite dominance, promote ideological clarity, and strengthen local-level participation as essential steps toward consolidating Nigeria’s Fourth Republic.","Onyedikachi Madueke","political_party"
"OpenAlex",NA,"https://openalex.org/W3216470826","Farmers’ Organizations as innovation intermediaries for agroecological innovations in Burkina Faso","International Journal of Agricultural Sustainability",2021,"https://doi.org/10.1080/14735903.2021.2002089",61,"Agroecology has been recognized as a paradigm that can offer multiple ecological and socio-economic benefits. In many developing countries, the promotion of agroecology is facilitated by intermediary organizations such as Farmers’ Organizations (FOs). Detailed studies on how FOs support their farmers in the adoption of agroecology innovations are still scarce, and particularly there are limited studies on the roles of FOs in this realm in Africa. This paper addresses this gap by presenting a study on how FOs stimulate farmers’ adoption of agroecological innovations in Burkina Faso. Three case studies of FOs were done to unravel the ways FOs support of farmers’ adoption of agroecological innovations processes, using the lens of innovation intermediaries. The findings show that FOs fulfil both knowledge and innovation intermediation functions in the process of stimulating their farmers’ adoption of agroecological innovations. By doing this, FOs act as a facilitator for the introduction and/or development of complementary agroecological innovations over longer periods of time. Future studies could look more deeply into how intermediation may contribute to broader transitions and how it connects with the political activities of FOs such as advocacy and lobbying.","Aboubakar Iyabano; Laurens Klerkx; Guy Faure; Aurélie Toillier","political_party"
"OpenAlex",NA,"https://openalex.org/W4407771006","Approaches to participation and knowledge equity in agricultural climate impacts modelling: a systematic literature review","International Journal of Agricultural Sustainability",2025,"https://doi.org/10.1080/14735903.2025.2464509",4,"The importance of participation and co-development in the study of climate change impacts and adaptations, and in the production of climate services is widely acknowledged. There is a lot to be learnt from current attempts to achieve participatory modelling in climate impacts science. In this systematic review of climate impacts in agriculture research, we map out how participation is typically achieved, with whom and at what stages of the modelling process. We also look at the extent to which challenges and issues around inclusion and marginalisation are encountered and critically reflected on within this literature. We reflect on conventional and best practices and reveal areas in which there is currently insufficient attention given in order to encourage a more critical reflection on the design and implementation of participatory modelling. We argue that there is a current pre-occupation within participatory climate impacts modelling literature on instrumental reasons for including stakeholders and on technical barriers to this inclusion. Limited attention is currently paid to the potential transformative and emancipatory nature of participation in climate impacts modelling and there is a need for more critical reflection on the knowledge politics and power dynamics that act to limit equitable participation in such research.","Rebecca Sarku; Stephen Whitfield; Simon Jennings; Andrew J. Challinor","political_party"
"OpenAlex",NA,"https://openalex.org/W7124753351","How do the voluntary sustainability standards contribute to enhancing smallholder farmers’ livelihoods and progress towards SDGs? A systematic review of crop-based food commodities in Ghana and Vietnam","International Journal of Agricultural Sustainability",2026,"https://doi.org/10.1080/14735903.2026.2616059",2,"This research investigates the effects of Voluntary Sustainability Standards (VSSs) on smallholder farmers’ livelihoods within crop-based food commodity value chains in Ghana and Vietnam. Using the Sustainable Livelihood Framework (SLF), the study examines how VSSs (e.g. Fairtrade, GlobalGAP, Rainforest Alliance) influence the capital endowments upon which farmers depend. A systematic review of 26 empirical studies from the Evidensia Library was conducted to assess the effects of VSSs on 15 economic, social, and environmental indicators within the SLF. The main findings suggest that VSSs can enhance income, capacity building, and value chain integration among farmers, alongside other socioeconomic and environmental benefits. However, negative effects are primarily associated with high input costs, biodiversity impacts, and the use of agrochemicals. Moreover, challenges and trade-offs persist, including limited women’s participation and the transfer of price premiums to smallholder farmers adopting sustainability schemes. This study underscores critical issues in the implementation of VSSs and provides policy recommendations, including fostering bottom-up approaches for extension service provision. It also emphasizes the need for stronger partnerships among governments, development agencies, and multistakeholder initiatives to address chronic issues of the agrifood system in developing countries, and to enhance the role of VSSs in advancing the SDGs by 2030.","Raffaele D’Annolfo; Federica Demaria","political_party"
"OpenAlex",NA,"https://openalex.org/W4296459897","In the name of the nation: Authoritarian practices, capital accumulation, and the radical simplification of development in China’s global vision","Globalizations",2022,"https://doi.org/10.1080/14747731.2022.2121061",31,"This article explores how the nationalist, business-centric, elite-led and labour-subsuming logics of development in contemporary China are mirrored in contingent and locally-mediated ways in the Belt and Road Initiative (BRI). In China’s present ‘de-revolutionary’ moment [Wang, Citation2006], non-elite populations are conceived as labour inputs to be used and moulded in the pursuit of national development through market means. This same developmental ethos, mediated by a plethora of Chinese and non-Chinese actors, underpins the authoritarian tendencies of BRI-branded projects across the world. While authoritarian practices in China have both Leninist and capitalist genealogies and drivers, I argue here that Global China’s most tangible and remarkable impacts on international authoritarianism are found in the practices required to secure capital accumulation along the BRI.","Rubén González-Vicente","political_party"
"OpenAlex",NA,"https://openalex.org/W4367599257","The dictator’s dilemma: Why communist regimes oppress their citizens while military regimes torture and kill","Journal of Human Rights",2023,"https://doi.org/10.1080/14754835.2023.2190747",3,"What makes some authoritarian regimes more willing to employ extrajudicial violence (torture and killings), as opposed to more conventional forms of repression (restrictions on speech and association)? A voluminous literature addresses the causes and dynamics of state repression. Whereas large-N studies explain repressive activities as proportional responses to the challenges governments face, historical work reveals instances of disproportionate repression. This literature, moreover, is inconclusive regarding the effects of communist and military regimes on violations of physical integrity rights. Another shortcoming of current work is that different types of repression are modeled separately. I distinguish between oppression (restrictions on speech), repression (the use of beatings, arrests, and trials to restrain the rights of assembly and association), and state terrorism (when governments intimidate political opponents using extrajudicial violence). I examine the relationships among them in a multivariate regression framework from 1952 to 2010. My analysis reveals that communist dictatorships repress the freedoms of expression, travel, and association, whereas military dictatorships engage in extrajudicial violence. My study contributes to the literature by providing an institutional account of why tactics of repression differ between these two political systems, and by considering the effects of temporal lags, endogeneity, and diffusion processes on state repression.","José A. Alemán","political_party"
"OpenAlex",NA,"https://openalex.org/W4390814763","Examining the effects of democratic backsliding on human rights conditions","Journal of Human Rights",2024,"https://doi.org/10.1080/14754835.2023.2295878",9,"What is the link between democratic backsliding and human rights? Existing literature has focused almost exclusively on the effect of increasing democratic features on improvements in human rights. In contrast, we know less regarding the impact of decreasing democracy (i.e., democratic backsliding) on a state’s human rights conditions. With the growing influence of antidemocratic movements in many democracies recently, it is imperative that we explore the relationship between democratic backsliding and human rights conditions. We suspect that democratic backsliding has a substantial negative impact on human rights conditions. We posit that countries experiencing a period of democratic backsliding will also experience human rights violations to a greater degree. Additionally, we maintain that the scale of the backsliding matters, wherein states experiencing more democratic backsliding also experience more substantial reductions in human rights conditions. In testing these assertions, we find strong empirical support using a range of data sources and model specifications.","Bimal Adhikari; Jeffrey C. King; Amanda Murdie","political_party"
"OpenAlex",NA,"https://openalex.org/W4393089356","Reframing colonial amnesia: German colonialism and multilingual memory in Abdulrazak Gurnah’s <i>Afterlives</i>","Atlantic Studies",2024,"https://doi.org/10.1080/14788810.2024.2328464",7,"Cultural memory of German colonialism is too often described as overshadowed, absent, or forgotten, with references to factors such as the short period of German colonialism, its abrupt end, and the relative lack of postcolonial immigration to Germany.This article reframes established understandings of German colonial memory and colonial amnesia by engaging with representations of German colonialism in the anglophone novel Afterlives (2020) by Abdulrazak Gurnah.I argue that Afterlives provokes a rereading of German cultural memory of colonialism by demonstrating its transnational and multilingual entanglements.My reading of the novel specifically addresses the spatial, temporal, and textual layers of its representation of colonial memory and the roles that archives and intertextuality play in its rereading of the colonial past.In doing so, I illustrate how Gurnah's text insists on the various layers, entanglements, and intertexts between German colonial memory and anglophone postcolonial texts.","Rita Maricocchi","political_party"
"OpenAlex",NA,"https://openalex.org/W3137163823","Gender and Politics in Northeast Asia: Legislative Patterns and Substantive Representation in Korea and Taiwan","Journal of Women Politics & Policy",2021,"https://doi.org/10.1080/1554477x.2021.1888677",23,"The article examines the conditions under which female legislators are more likely to act on behalf of female electorates through two underexplored cases – South Korea and Taiwan. Specifically, it investigates the effect of three conditions – seat share, electoral rules, and legislator characteristics – on legislators’ sponsorship of women’s issue bills using an original bill submission dataset. The finding shows that, on the one hand, female legislators’ increasing seat proportion made legislators stress women’s issues more and, on the other hand, new legislators elected at the party tier with civil society experience became substantially more likely to advance women's issues. In light of the evidence, this article argues that women’s issues are more actively advanced when the political space allows women’s issue-promoting legislators to pursue both electoral and policy interests.","Jaemin Shim","political_party"
"Scopus","SCOPUS_ID:105042663558",NA,"Political Parties and Women’s Agency: Old Challenges and New Trends: Editors’ Introduction","Journal of Women Politics and Policy",2026,"10.1080/1554477X.2026.2675174",0,"","Sacchet T.","political_party"
"OpenAlex",NA,"https://openalex.org/W4293194851","Can sustainability certification enhance the climate resilience of smallholder farmers? The case of Ghanaian cocoa","Journal of Land Use Science",2022,"https://doi.org/10.1080/1747423x.2022.2097455",27,"Sustainability certification has been posited as a key governance mechanism to enhance the climate resilience of smallholder farmers. Whilst many certifications now include climate resilience in their standards, their ability to deliver this for smallholders remains untested. We take the case of the 2015–16 drought-shock to cocoa production in Ghana to examine whether certification can enhance smallholder climate resilience. We used a novel transdisciplinary methodology combining participatory outcome definition with household surveys, biophysical measurements, satellite data and counterfactual analysis. Utilising our climate resilience framework, we find that certification has a strong effect on the adoption of basic management, e.g. fertilization, but a weak influence on more complex resilience strategies, e.g. agroforest diversification. Beyond certification, we identify strong regional patterns in resilience. These findings suggest that certification has some potential to enhance climate resilience but greater focus on facilitating diversification and adapting to sub-national contexts is required for improved effectiveness.","William J. Thompson; Blaser-Hart W.J; Jonas Joerin; Pius Krütli; Evans Dawoe; Birgit Kopainsky; Erik Chavez; Rachael Garrett; Johan Six","political_party"
"OpenAlex",NA,"https://openalex.org/W2954066573","Democratisation in Tanzania: no elections without tax exemptions","Journal of Eastern African Studies",2022,"https://doi.org/10.1080/17531055.2022.2067959",11,"Revenue losses from tax exemptions have become substantial in an increasing number of African countries. We argue that, under conditions of democratisation and economic liberalisation, the growing use of tax exemptions is central to the supply and demand of campaign financing. This argument is explored in relation to Tanzania, where the abolition of one-party rule in 1992 meant reduced state subsidies to parties and growing inter- and intra-party competition for political power through the ballot box. This increased the costs of election campaigns and of keeping together an increasingly fragmented ruling coalition. The subsequent rise in the demand for campaign funding was met in part by a supply of campaign donations from companies and rich individuals, who in exchange could receive tax exemptions and other rents helping them to succeed in business during economic liberalisation. Thus, we find that, around election years when demands for campaign funding are particularly high, tax levels decrease while tax exemptions to private companies and individuals increase. These indicative findings are supported by qualitative observations on the supply and demand of campaign financing in Tanzania.","Ane Karoline Bak; Ole Therkildsen","political_party"
"OpenAlex",NA,"https://openalex.org/W4385282116","Explaining youth political mobilization and its absence: the case of Bobi Wine and Uganda’s 2021 election","Journal of Eastern African Studies",2023,"https://doi.org/10.1080/17531055.2023.2235661",12,"What explains youth political mobilization in Uganda – or lack thereof? This article challenges the simple dichotomy of youth as either a dangerous or disengaged political constituency. Instead, we analyze the conditions that determine whether youth can coalesce as a politically salient category. For many, the outcome of the 2021 Ugandan elections defied expectations. A large and underemployed youth population combined with the emergence of self-proclaimed ‘youth candidate’ Bobi Wine, led both international and domestic analysts to predict a strong youth challenge to National Resistance Movement (NRM) dominance. However, while Bobi Wine captured the opposition vote, he was unable to create a new youth constituency that could overcome existing political and regional cleavages. This article draws on interviews and fieldwork on youth political mobilization during the 2021 elections to identify and analyze a range of historically rooted methods that the NRM effectively deploys to mobilize and fragment youth. The findings confirm the need to look beyond rallies and rhetoric to analyze whether the conditions are right to allow youth to emerge as a politically salient category.","Anna Macdonald; Arthur Owor; Rebecca Tapscott","political_party"
"OpenAlex",NA,"https://openalex.org/W4411928466","Brothers in Arms? Vigilantism and Ambivalent State Responses in West Africa","African Security",2025,"https://doi.org/10.1080/19392206.2025.2515301",0,"A rich literature has argued for a nuanced and empirically grounded understanding of the incentives, roles, and practices of non-state actors in hybrid security governance. But what are the effects of state engagement with such actors? This article takes a state-centered approach to the ambiguities of vigilantism, exploring how state- and non-state actors operate as brothers in arms to forward their own interests and agendas. The analysis builds on long-term research engagement with three West African country cases, and centers on secondary data on official state responses to vigilantism and the contradictory practices of both state and non-state actors.","Mariam Bjarnesen; Jesper Bjarnesen","political_party"
"OpenAlex",NA,"https://openalex.org/W2990532896","A Conversion to Civil Society? The Incomplete Reconfiguration of the Hizbullah Movement in Turkey","Journal of Balkan and Near Eastern Studies",2020,"https://doi.org/10.1080/19448953.2020.1801244",41,"This article examines the incomplete transformation of the Kurdish Hizbullah from an illegal underground organization to a social and political movement influent in the Kurdish Turkey. The article contextualizes Hizbullah’s transformation within the broader social and political developments after the 2000s. After a critical evaluation of the reconfiguration of the Kurdish political sphere in Turkey, the article critically addresses the Hizbullah’s conversion to civil society. It analyses the Hizbullah’s strategies of reorganization and mobilization through associations, political activism and public celebrations under the AKP rule. While acknowledging the political and social impact of this reconfiguration, this article also underlines the limits of this process, with a special focus on the Kurdish question and the ambivalent approach to Kurdish identity and martyrdom promoted by the political leaders and supporters of the movement. Relying on boundary making theory, the article argues that the Hizbullah’s attempt to rearticulate religion and ethnicity to broaden its political and social base remains circumscribed by the hegemonic aspirations of the Turkish state on the one hand, and the ongoing antagonism with the Kurdish national movement on the other.","Mehmet Kurt","political_party"
