"from","to"
"W4393022333","W1498339752"
"W4393445395","W2123295839"
"W2788267696","W2123295839"
"W2988148611","W1498339752"
"W3108353494","W2919820997"
"W3183343169","W1498339752"
"W4323545526","W1498339752"
"W4366415326","W2919820997"
"W4388825614","W2919820997"
"W4391840981","W2123295839"
"W4392518582","W2884459365"
"W4393188119","W2884459365"
"W4393991061","W2884459365"
"W4399044631","W1498339752"
"W4400961121","W2919820997"
"W2331115561","W1498339752"
"W3154110371","W2123295839"
"W4221021679","W2884459365"
"W4296230121","W2919820997"
"W4297380400","W2884459365"
"W4297633649","W1989435151"
"W4319163780","W1498339752"
"W4319163780","W2884459365"
"W4327856939","W2919820997"
"W4388458214","W2919820997"
"W4396675329","W2884459365"
"W4405261749","W2884459365"
"W4405784438","W2884459365"
"W2910958090","W1498339752"
"W3111439407","W2884459365"
"W3127951535","W1498339752"
"W4386482604","W2123295839"
"W4387610122","W1498339752"
"W4398251161","W1989435151"
"W4407425506","W2123295839"
"W4408769344","W2123295839"
"W2801674850","W1498339752"
"W3216243447","W2123295839"
"W4400778337","W1498339752"
"W4400778337","W2884459365"
"W2586527597","W1498339752"
"W4306868350","W1498339752"
"W4390929216","W1989435151"
"W4404018579","W2123295839"
"W4408607932","W1989435151"
"W4409442691","W1498339752"
"W4409442691","W2919820997"
"W4390747066","W2919820997"
"W4393144521","W2123295839"
"W4399868138","W2884459365"
"W4401639332","W2919820997"
"W4405255973","W2884459365"
"W4405624890","W2123295839"
"W4407599376","W2884459365"
"W4409444191","W2884459365"
"W4412136127","W2884459365"
"W4413801084","W2123295839"
"W4414414233","W2884459365"
"W36573518","W1498339752"
"W4401399662","W2884459365"
"W4406814147","W1498339752"
"W4406814147","W2919820997"
"W4407333454","W2123295839"
"W4410693432","W2123295839"
"W4411078685","W2919820997"
"W4412079723","W1989435151"
"W4417174581","W2884459365"
"W2495042753","W2123295839"
"W2589518476","W1498339752"
"W4410310620","W1498339752"
"W4410310620","W2919820997"
"W269389272","W1498339752"
"W2095402673","W2123295839"
"W2247723055","W1498339752"
"W33473365","W1498339752"
"W2081058798","W1498339752"
"W2492395177","W1498339752"
"W2089293619","W2123295839"
"W2001055977","W1498339752"
"W2163418563","W1498339752"
"W2247082123","W1498339752"
"W2033787511","W2123295839"
"W2069599357","W1498339752"
"W2088979446","W1498339752"
"W110246029","W1498339752"
"W2042933867","W1498339752"
"W2045578327","W1498339752"
"W2140058647","W1498339752"
"W4214518776","W1498339752"
"W2109384869","W1498339752"
"W1660453503","W2123295839"
"W2049458871","W1498339752"
"W4214747255","W1498339752"
"W1484299949","W1498339752"
"W2038459175","W1498339752"
"W2480940585","W1498339752"
"W2014638144","W1498339752"
"W1969114867","W1498339752"
"W2100886154","W1498339752"
"W2162077787","W1498339752"
"W612871376","W2123295839"
"W1514105086","W2123295839"
"W2017119009","W2123295839"
"W2131704580","W1498339752"
"W2131829920","W2123295839"
"W2131526036","W1498339752"
"W13821756","W1498339752"
"W2033370432","W1498339752"
"W2095996497","W1498339752"
"W2126252994","W1498339752"
"W2135692545","W1498339752"
"W2146007018","W1498339752"
"W2321021377","W1498339752"
"W2647553845","W1498339752"
"W1896901502","W2123295839"
"W2292470476","W2123295839"
"W2313503884","W1498339752"
"W2607379163","W1498339752"
"W2753115695","W2123295839"
"W2020996072","W1498339752"
"W2114002607","W1989435151"
"W2900196286","W1498339752"
"W3124075747","W2123295839"
"W2012161076","W1498339752"
"W2012161076","W2123295839"
"W2015915580","W2123295839"
"W2063146914","W1498339752"
"W29340428","W1498339752"
"W1578297190","W1498339752"
"W1992928324","W1498339752"
"W2057108171","W1498339752"
"W2067070204","W1498339752"
"W2075059494","W2123295839"
"W2107582075","W2123295839"
"W2910992046","W1989435151"
"W1997954170","W1498339752"
"W2031748725","W1498339752"
"W2059771017","W1498339752"
"W2060025800","W1498339752"
"W2082200509","W2123295839"
"W2144761699","W1498339752"
"W2264049097","W1498339752"
"W2574757198","W2123295839"
"W3026418734","W1498339752"
"W4210950727","W1498339752"
"W1947907107","W1498339752"
"W2041425418","W1498339752"
"W2125589252","W1498339752"
"W2148262484","W1498339752"
"W2340852061","W1498339752"
"W2515514706","W1498339752"
"W2912749975","W2123295839"
"W2007568600","W2123295839"
"W2042192399","W1498339752"
"W2068074274","W1498339752"
"W2138260883","W1498339752"
"W2272953423","W1498339752"
"W2794795406","W1498339752"
"W4387186705","W2123295839"
"W1972027202","W1498339752"
"W2056897975","W1498339752"
"W2057718821","W1498339752"
"W2109111973","W1498339752"
"W2904819819","W1498339752"
"W2969618783","W1498339752"
"W3081655895","W1498339752"
"W4247956328","W1498339752"
"W1508241941","W1498339752"
"W1513590069","W1498339752"
"W185004948","W1498339752"
"W2033297787","W1498339752"
"W2076379428","W1498339752"
"W2120670041","W1498339752"
"W2183549769","W1989435151"
"W2945832727","W2123295839"
"W3020237929","W1498339752"
"W1899947995","W1498339752"
"W1972211557","W2123295839"
"W1983790278","W2123295839"
"W2060897222","W1498339752"
"W2083758244","W1498339752"
"W2168429675","W2123295839"
"W2170379782","W1498339752"
"W2811193414","W2123295839"
"W597043951","W1498339752"
"W1971942822","W2123295839"
"W2003541383","W1498339752"
"W2040240558","W1498339752"
"W2071226356","W2123295839"
"W2092991343","W1498339752"
"W2100279090","W2123295839"
"W2146682294","W1498339752"
"W2265506240","W1498339752"
"W2268930619","W1498339752"
"W2756052067","W1498339752"
"W2767639381","W1498339752"
"W2884889384","W2123295839"
"W2934720364","W2123295839"
"W3202318235","W1498339752"
"W1247892089","W1498339752"
"W2767353286","W1498339752"
"W3082755589","W2123295839"
"W3115692024","W2884459365"
"W4307886219","W2884459365"
"W1125589875","W2123295839"
"W1486367506","W1498339752"
"W2031356746","W1498339752"
"W2090345424","W1498339752"
"W2136678288","W1498339752"
"W2263893068","W2123295839"
"W2328613283","W1498339752"
"W2470108166","W2123295839"
"W2784734995","W1498339752"
"W2787531725","W1498339752"
"W3088164539","W1498339752"
"W1147517439","W1498339752"
"W1700653582","W1498339752"
"W2090809579","W1498339752"
"W2746331706","W1498339752"
"W2887074345","W1498339752"
"W2955328374","W2123295839"
"W3088876937","W1498339752"
"W3088876937","W1989435151"
"W4240876832","W2123295839"
"W45525931","W1498339752"
"W112599797","W1498339752"
"W2122577604","W1498339752"
"W2283764671","W1498339752"
"W2612670688","W1498339752"
"W2752058717","W1498339752"
"W2891493637","W2123295839"
"W2945875443","W1498339752"
"W3090085085","W2123295839"
"W3183340590","W2919820997"
"W3208410088","W2884459365"
"W3442241","W1498339752"
"W4224288159","W1498339752"
"W4224288159","W2919820997"
"W1636684124","W1498339752"
"W1872165369","W1498339752"
"W1877973097","W2123295839"
"W2099287439","W1498339752"
"W2131628359","W2123295839"
"W2532124021","W1498339752"
"W2903553824","W1498339752"
"W2905883899","W1498339752"
"W2996260225","W1498339752"
"W3003866736","W1498339752"
"W3085770783","W2123295839"
"W4211116000","W2123295839"
"W1785352320","W2123295839"
"W2025403198","W1498339752"
"W2221582526","W1498339752"
"W2315647791","W1498339752"
"W2779509620","W1498339752"
"W2808031886","W2123295839"
"W2913724538","W1498339752"
"W2921890011","W1498339752"
"W2932482319","W2123295839"
"W3193827898","W1498339752"
"W4200126314","W2123295839"
"W4211147657","W2123295839"
"W4224212185","W1498339752"
"W4224212185","W2919820997"
"W4282585822","W2919820997"
"W1581298289","W2123295839"
"W2033723652","W1498339752"
"W2056176930","W1498339752"
"W2065418796","W1498339752"
"W2264772092","W1498339752"
"W2337497753","W1498339752"
"W2488886356","W1498339752"
"W2765906905","W1498339752"
"W2904974699","W1498339752"
"W2914265042","W2123295839"
"W2955840801","W1989435151"
"W2972904381","W1498339752"
"W2981679842","W2919820997"
"W3026693991","W2123295839"
"W3093125633","W1498339752"
"W3159915976","W2123295839"
"W3174389947","W1498339752"
"W3202196067","W1498339752"
"W4387500492","W1498339752"
"W132766771","W1498339752"
"W1489388910","W1498339752"
"W1839858018","W1498339752"
"W2032914154","W2123295839"
"W2187355102","W1498339752"
"W2475085046","W1498339752"
"W2610412705","W1498339752"
"W3011730985","W2123295839"
"W3047154883","W1498339752"
"W3131549290","W2884459365"
"W3137702279","W1498339752"
"W3144259951","W1498339752"
"W3196646518","W1498339752"
"W3199311661","W1498339752"
"W4205254798","W2123295839"
"W4205733006","W1498339752"
"W4206799752","W1498339752"
"W4210326095","W1989435151"
"W4224239487","W1498339752"
"W4224239487","W2919820997"
"W4388999889","W2884459365"
"W76123200","W1498339752"
"W1642129020","W2123295839"
"W1967314080","W1498339752"
"W2023652634","W1498339752"
"W2170428457","W2123295839"
"W2417997571","W1498339752"
"W2604315973","W1498339752"
"W2949426114","W2123295839"
"W3031023626","W2123295839"
"W3081485363","W2123295839"
"W3095313674","W2884459365"
"W3111701304","W2123295839"
"W3183656522","W1498339752"
"W3206808891","W2884459365"
"W4220677164","W2919820997"
"W4311064256","W2919820997"
"W4368351265","W1989435151"
"W4386301289","W1498339752"
"W4392000690","W2123295839"
"W2129583576","W1498339752"
"W2485030756","W2123295839"
"W2783826557","W1498339752"
"W2800455374","W1498339752"
"W2911274422","W1498339752"
"W2996331685","W1498339752"
"W2996331685","W2884459365"
"W2998968675","W1498339752"
"W3007826150","W2884459365"
"W3135518343","W1498339752"
"W3193789990","W1498339752"
"W4362595287","W2123295839"
"W7925022","W1498339752"
"W2179383425","W2123295839"
"W2478105338","W1498339752"
"W2529383436","W1498339752"
"W2969423456","W1989435151"
"W3170780091","W2123295839"
"W4200234380","W2123295839"
"W4225321821","W1498339752"
"W4240177706","W1498339752"
"W4249578774","W2123295839"
"W4312180073","W1498339752"
"W4312180073","W2884459365"
"W4312180073","W2919820997"
"W4324088615","W1498339752"
"W4361255753","W2123295839"
"W4386422139","W2884459365"
"W4389870399","W2919820997"
"W2519292217","W1498339752"
"W2783969403","W1498339752"
"W2784478103","W1498339752"
"W2990658273","W2123295839"
"W3080783066","W2123295839"
"W3096666928","W2123295839"
"W3097123915","W2123295839"
"W3158187657","W1498339752"
"W3189328748","W1498339752"
"W3199777416","W1498339752"
"W4213020650","W2884459365"
"W4281761774","W2123295839"
"W4282546520","W1498339752"
"W4285595606","W2884459365"
"W4293163625","W1989435151"
"W4311402115","W2919820997"
"W4381548554","W2919820997"
"W4386308141","W2123295839"
"W4392130021","W2919820997"
"W2344891880","W2123295839"
"W264336330","W1498339752"
"W264336330","W2123295839"
"W3012714608","W1498339752"
"W3080237453","W1498339752"
"W3094510417","W2884459365"
"W3115538018","W1498339752"
"W4281725809","W1498339752"
"W4303982461","W2884459365"
"W4303982461","W2919820997"
"W4307046882","W1498339752"
"W4307046882","W2884459365"
"W4308905787","W2919820997"
"W4327951431","W2884459365"
"W4388734053","W2919820997"
"W4400300406","W1989435151"
"W4402247791","W2123295839"
"W1524237372","W2123295839"
"W2212629302","W2123295839"
"W3115600381","W1989435151"
"W3163533202","W2123295839"
"W3198442784","W2123295839"
"W4239853368","W2123295839"
"W4296049803","W1498339752"
"W4308213233","W1498339752"
"W4320503792","W1498339752"
"W4386541205","W1498339752"
"W4388696153","W2123295839"
"W4388703217","W1989435151"
"W4388931715","W2123295839"
"W4391820675","W2884459365"
"W4407425512","W2919820997"
"W4411735687","W2919820997"
"W4413772057","W1498339752"
"W2402261501","W1498339752"
"W3126345705","W1498339752"
"W3135992628","W1498339752"
"W3155590871","W1989435151"
"W3178008022","W1498339752"
"W3178008022","W2884459365"
"W3179955536","W2123295839"
"W4226360030","W2123295839"
"W4297633662","W1498339752"
"W4313364698","W2884459365"
"W4378189105","W2884459365"
"W4385303294","W2884459365"
"W4386161208","W2884459365"
"W4388996567","W1498339752"
"W4393864877","W2123295839"
"W4395674060","W2884459365"
"W4400363748","W2123295839"
"W4401295367","W2884459365"
"W4404197646","W2123295839"
"W4405077933","W1498339752"
"W775946837","W1498339752"
"W2136193695","W1498339752"
"W3008247488","W1498339752"
"W4304193018","W1989435151"
"W4315864572","W1498339752"
"W4315864572","W2919820997"
"W4377021655","W1498339752"
"W4378216598","W2884459365"
"W4382246119","W1498339752"
"W4385280185","W2123295839"
"W4385527874","W2123295839"
"W4391077419","W1498339752"
"W4393383020","W2884459365"
"W4400307020","W2919820997"
"W4406098039","W2123295839"
"W4406789257","W1498339752"
"W4406819118","W1498339752"
"W4408378780","W2919820997"
"W4408777300","W2919820997"
"W4408858814","W1498339752"
"W4408858814","W2919820997"
"W4409083318","W2884459365"
"W4409513586","W2919820997"
"W2898798104","W1989435151"
"W3200067932","W1498339752"
"W4288009903","W1989435151"
"W4288753693","W2123295839"
"W4292235928","W2919820997"
"W4310506813","W2123295839"
"W4320892902","W2123295839"
"W4384451769","W1498339752"
"W4390884325","W1498339752"
"W4394612159","W1498339752"
"W4396801896","W2919820997"
"W4401180653","W2919820997"
"W4405123439","W1498339752"
"W4408557259","W2919820997"
"W4409379914","W2123295839"
"W4409963539","W1498339752"
"W4410888668","W2123295839"
"W4410956877","W2919820997"
"W4412769058","W2884459365"
"W4414483126","W2123295839"
"W4414969558","W2123295839"
"W4415916984","W2884459365"
"W4416894458","W2884459365"
"W4417422201","W2919820997"
"W7115175594","W2123295839"
"W7133190824","W2919820997"
"W7135045765","W2884459365"
"W7135233883","W2884459365"
"W2062826185","W1498339752"
"W2017136068","W1498339752"
"W2029246742","W1498339752"
"W2156020076","W1498339752"
"W2622469143","W1498339752"
"W2028307618","W2123295839"
"W2011152492","W1498339752"
"W2130115892","W1498339752"
"W2319858284","W2123295839"
"W74147080","W1498339752"
"W2088051522","W1498339752"
"W2090263876","W1498339752"
"W568766834","W2123295839"
"W193411597","W1498339752"
"W2035531412","W1498339752"
"W2102488322","W2123295839"
"W2108483924","W1498339752"
"W2050920897","W1498339752"
"W2084794406","W1498339752"
"W2625297621","W1498339752"
"W2003416369","W2123295839"
"W2132315538","W2123295839"
"W2791733354","W1498339752"
"W2741741528","W2123295839"
"W4243809164","W1498339752"
"W2035697442","W1498339752"
"W2047308289","W1498339752"
"W2076819863","W1498339752"
"W2118852145","W1498339752"
"W2127221025","W2123295839"
"W2144699457","W2123295839"
"W2413404408","W1498339752"
"W49168963","W1498339752"
"W1578432998","W2123295839"
"W2008816897","W1498339752"
"W2024725868","W1498339752"
"W2057635392","W1498339752"
"W2074385650","W1498339752"
"W2127734562","W1498339752"
"W2164481330","W1498339752"
"W2488665446","W1498339752"
"W2578425935","W2123295839"
"W568818682","W1498339752"
"W1596565014","W2123295839"
"W1978957026","W1498339752"
"W2030330792","W1498339752"
"W2044464736","W2123295839"
"W2055071826","W1498339752"
"W2123396204","W1498339752"
"W2130285784","W2123295839"
"W2151115955","W2123295839"
"W2274074601","W2123295839"
"W2594433292","W2123295839"
"W2921471441","W1498339752"
"W1461717102","W1498339752"
"W1999868330","W1498339752"
"W2034216787","W1498339752"
"W2089722190","W1498339752"
"W2142998045","W1498339752"
"W2148582198","W1498339752"
"W2187733900","W1498339752"
"W2314466472","W2123295839"
"W2335989546","W1498339752"
"W2583487899","W1498339752"
"W1981446963","W1498339752"
"W2033816624","W1498339752"
"W2035734768","W1498339752"
"W2054270557","W1498339752"
"W2102157786","W1498339752"
"W2255557690","W1498339752"
"W2493244215","W1498339752"
"W2589850503","W1498339752"
"W2765629032","W1498339752"
"W3085396400","W1498339752"
"W3121146464","W2123295839"
"W1841671181","W1498339752"
"W1984562632","W1498339752"
"W1998995138","W1498339752"
"W2019230565","W2123295839"
"W2339380255","W1498339752"
"W2345596795","W2123295839"
"W2490850668","W1498339752"
"W2494664422","W1498339752"
"W2566955651","W2123295839"
"W2943902096","W1498339752"
"W3195954956","W1498339752"
"W2036220323","W1498339752"
"W2223413335","W2123295839"
"W2402192099","W1498339752"
"W2766789153","W2123295839"
"W2948380086","W1498339752"
"W2982203046","W1498339752"
"W3022893822","W2123295839"
"W3133206556","W1498339752"
"W4200114048","W2123295839"
"W1536557902","W1498339752"
"W2076294157","W1498339752"
"W2113496863","W2123295839"
"W2174351250","W1498339752"
"W2422287424","W1498339752"
"W2463376845","W1498339752"
"W2479273618","W1498339752"
"W2549600194","W1498339752"
"W2888646573","W2123295839"
"W2894064237","W1498339752"
"W2981916565","W1498339752"
"W3005715463","W2123295839"
"W3122768409","W1498339752"
"W2072731224","W1498339752"
"W2170131550","W2123295839"
"W2183074575","W1498339752"
"W2464928206","W1498339752"
"W2464928206","W2123295839"
"W2777245904","W1989435151"
"W2935946833","W2123295839"
"W2963794597","W1498339752"
"W2972354237","W1498339752"
"W2997165182","W1498339752"
"W3026712855","W1498339752"
"W3048562192","W2123295839"
"W3097897503","W1498339752"
"W3138290560","W2123295839"
"W4292983261","W2884459365"
"W2297435096","W1498339752"
"W2335293012","W1498339752"
"W2528184863","W1498339752"
"W2767131710","W1989435151"
"W2967374911","W2884459365"
"W3032443156","W2123295839"
"W3048422570","W1498339752"
"W3121797552","W2123295839"
"W3165234543","W1498339752"
"W4285128264","W2884459365"
"W4285730841","W1498339752"
"W49761784","W1498339752"
"W615768130","W1498339752"
"W1029715814","W1498339752"
"W2286288547","W1498339752"
"W2415289086","W1498339752"
"W2462454452","W1498339752"
"W2586395123","W1498339752"
"W2799992041","W1498339752"
"W283685799","W1498339752"
"W2902217411","W2123295839"
"W2980113762","W1498339752"
"W3027652243","W1498339752"
"W3105765970","W1498339752"
"W3124118199","W2123295839"
"W3174701401","W1498339752"
"W3180558231","W1989435151"
"W1975001262","W1498339752"
"W2027353633","W2123295839"
"W2164484661","W1498339752"
"W2614938433","W1989435151"
"W2616446495","W1498339752"
"W3039493922","W2123295839"
"W3159883600","W2884459365"
"W3186478481","W2884459365"
"W3204610815","W2919820997"
"W4214493519","W2123295839"
"W4231816127","W2884459365"
"W4298394903","W1498339752"
"W4298394903","W2884459365"
"W4304890251","W2123295839"
"W2625831318","W1498339752"
"W2625831318","W2123295839"
"W2789502886","W1498339752"
"W2893963184","W1498339752"
"W2896577595","W1989435151"
"W2897359554","W2123295839"
"W2898904282","W1498339752"
"W2968411786","W2123295839"
"W3118854753","W1498339752"
"W3121520638","W2123295839"
"W3180660414","W2884459365"
"W4207030331","W1498339752"
"W4311160921","W1498339752"
"W9044336","W1498339752"
"W2188004178","W1498339752"
"W2967808252","W1498339752"
"W3034197220","W1498339752"
"W3040992983","W1498339752"
"W3217365783","W1989435151"
"W4308013933","W1498339752"
"W4386784356","W1498339752"
"W4389508440","W1989435151"
"W4389609196","W2884459365"
"W4399288688","W2884459365"
"W4408110689","W1498339752"
"W4408110689","W2123295839"
"W4211216421","W2123295839"
"W1484016652","W1498339752"
"W2086395858","W1498339752"
"W2272196331","W2123295839"
"W2133814200","W1498339752"
"W2157446328","W1498339752"
"W1975954231","W1498339752"
"W2109607758","W1498339752"
"W2099404466","W2123295839"
"W2181400497","W2123295839"
"W1964436819","W2123295839"
"W1974073766","W1498339752"
"W2050649439","W1498339752"
"W1570170628","W1498339752"
"W1700026980","W2123295839"
"W2017220674","W1498339752"
"W2078479775","W2123295839"
"W2127092968","W1498339752"
"W2491960507","W1498339752"
"W2889844724","W1498339752"
"W4386832151","W1498339752"
"W1150758231","W1498339752"
"W1583006150","W1498339752"
"W1584561092","W1498339752"
"W1997355707","W1498339752"
"W2054921008","W1498339752"
"W2109522891","W1498339752"
"W2133478483","W1498339752"
"W2157015610","W1498339752"
"W2159607435","W1498339752"
"W2740569279","W1498339752"
"W4242312737","W1498339752"
"W1531690460","W2123295839"
"W1581279263","W1498339752"
"W1981824487","W1498339752"
"W2011556618","W1498339752"
"W2017071141","W1498339752"
"W2234735254","W1498339752"
"W2404787308","W1498339752"
"W3021508436","W2123295839"
"W18203477","W1498339752"
"W2005541","W1498339752"
"W2150520034","W2123295839"
"W2212688928","W1498339752"
"W2326754901","W1498339752"
"W2345583273","W1498339752"
"W2479382345","W1498339752"
"W2512545394","W1498339752"
"W2552653790","W1498339752"
"W2738238266","W1498339752"
"W2738238266","W2123295839"
"W2767565363","W1989435151"
"W352117691","W1498339752"
"W496694190","W1989435151"
"W1976688918","W1498339752"
"W1998962589","W2123295839"
"W2004443330","W1498339752"
"W2057760979","W2123295839"
"W2093582637","W2123295839"
"W2188780487","W2123295839"
"W2329920646","W1498339752"
"W2515420703","W1498339752"
"W2767722612","W1498339752"
"W2767722612","W1989435151"
"W2809804683","W2123295839"
"W2973782678","W1498339752"
"W3143166882","W2919820997"
"W38744621","W1498339752"
"W1546342129","W2123295839"
"W160342541","W1498339752"
"W1968573993","W1498339752"
"W1969157126","W1498339752"
"W1980044334","W1498339752"
"W1987245509","W1498339752"
"W2002528387","W2123295839"
"W2132623349","W1498339752"
"W2167917865","W1498339752"
"W2194987372","W1498339752"
"W2483306878","W2123295839"
"W2489670375","W2123295839"
"W2550297277","W1498339752"
"W2606600431","W1498339752"
"W2790206460","W1498339752"
"W2912871421","W2123295839"
"W3006951879","W2884459365"
"W3015035924","W1498339752"
"W3016250674","W2123295839"
"W3028254944","W2123295839"
"W3133774195","W2884459365"
"W4247910363","W2919820997"
"W69052956","W1498339752"
"W154514881","W1498339752"
"W1991586605","W1498339752"
"W2009133165","W2123295839"
"W2011897555","W1498339752"
"W2025356080","W1498339752"
"W2257637291","W1498339752"
"W2462824821","W2123295839"
"W2476809913","W1498339752"
"W2495564625","W1498339752"
"W2498806233","W1498339752"
"W2611523986","W2123295839"
"W2751234987","W2123295839"
"W2791187879","W1989435151"
"W2809807467","W1498339752"
"W2941183111","W1498339752"
"W2941953509","W1498339752"
"W2944972860","W2123295839"
"W2971924333","W1498339752"
"W3112414267","W2884459365"
"W3165764574","W2123295839"
"W342785226","W1498339752"
"W342785226","W2123295839"
"W41761734","W1498339752"
"W4211090478","W2123295839"
"W4211126415","W1498339752"
"W4211161686","W1498339752"
"W4223556625","W1498339752"
"W4381621458","W2884459365"
"W1160371984","W1498339752"
"W183530205","W1498339752"
"W2004064852","W1498339752"
"W2033040071","W1498339752"
"W2132851111","W2123295839"
"W2146148887","W1498339752"
"W2151758244","W2123295839"
"W2157368921","W1498339752"
"W2174613041","W2123295839"
"W2207800791","W1498339752"
"W2261341466","W1498339752"
"W2318105781","W1498339752"
"W2484441819","W1498339752"
"W2589600971","W1498339752"
"W2623416601","W1498339752"
"W2623416601","W2123295839"
"W2691122023","W1498339752"
"W2691122023","W2123295839"
"W2804833093","W1498339752"
"W2811412410","W1498339752"
"W2811412410","W2123295839"
"W2904577373","W1498339752"
"W3006115858","W2884459365"
"W3022300779","W2919820997"
"W3155803063","W2919820997"
"W3167513430","W1989435151"
"W3216355639","W2123295839"
"W4224066497","W1498339752"
"W4284988103","W2123295839"
"W4386522291","W2123295839"
"W987835120","W1498339752"
"W1657770657","W1498339752"
"W1657770657","W2123295839"
"W1701883962","W1498339752"
"W1942666536","W1498339752"
"W1993334089","W2123295839"
"W2014240190","W2123295839"
"W2022088265","W2123295839"
"W2064193912","W1498339752"
"W2074143064","W1498339752"
"W2116612689","W1498339752"
"W2131979266","W2123295839"
"W2624868905","W1498339752"
"W2624868905","W2123295839"
"W2751115562","W1498339752"
"W2756206776","W2123295839"
"W2985834154","W2123295839"
"W3016523793","W1498339752"
"W3111051727","W2884459365"
"W3112380299","W1498339752"
"W3180677876","W1498339752"
"W3195592039","W1498339752"
"W3205942611","W1498339752"
"W377479126","W1498339752"
"W4210668894","W2123295839"
"W4224238797","W1498339752"
"W4224238797","W2919820997"
"W4224277311","W1498339752"
"W4224277311","W2919820997"
"W4240166648","W1989435151"
"W4324373664","W2123295839"
"W1488640772","W1498339752"
"W1964727081","W2123295839"
"W1994256473","W2123295839"
"W2106497818","W1498339752"
"W2269416838","W1498339752"
"W2286549708","W2123295839"
"W2345157359","W2123295839"
"W2468881436","W1498339752"
"W2588456177","W1498339752"
"W2593060203","W1498339752"
"W2742032512","W1498339752"
"W2790661329","W2123295839"
"W2791620739","W1498339752"
"W2792507439","W1498339752"
"W2898578024","W1498339752"
"W2903052416","W1498339752"
"W2944263605","W1498339752"
"W3033106158","W1498339752"
"W3044602871","W2123295839"
"W3045041122","W1498339752"
"W3116043441","W1498339752"
"W3135535250","W1498339752"
"W3208131020","W1498339752"
"W4205500182","W1498339752"
"W4213456811","W1498339752"
"W4224273146","W1498339752"
"W4224273146","W2919820997"
"W4288731171","W1989435151"
"W4295670592","W2919820997"
"W4297728376","W2884459365"
"W4311053850","W2884459365"
"W4318481326","W1989435151"
"W4319785967","W1498339752"
"W4327743602","W2123295839"
"W4392239805","W1989435151"
"W4392743330","W1498339752"
"W4392947342","W2123295839"
"W4401877616","W1989435151"
"W4404733391","W1498339752"
"W4405669191","W2919820997"
"W1973357667","W1498339752"
"W2171348122","W1498339752"
"W2486233840","W1498339752"
"W2772287058","W1498339752"
"W2784548177","W1498339752"
"W3014519233","W2884459365"
"W4220678508","W2123295839"
"W4234310877","W1989435151"
"W4245419857","W2884459365"
"W4245684696","W1498339752"
"W4312181007","W2884459365"
"W4390114726","W2884459365"
"W4391236552","W1498339752"
"W4391799454","W2884459365"
"W4396220194","W2919820997"
"W4398256142","W2919820997"
"W4400461953","W2884459365"
"W4405745492","W2884459365"
"W4406776460","W2919820997"
"W4412620602","W2123295839"
"W1833361281","W1498339752"
"W1555258330","W1498339752"
"W1506145940","W1498339752"
"W2072586715","W2123295839"
"W2200854000","W1498339752"
"W2345470679","W1498339752"
"W2346603362","W2123295839"
"W2771946705","W1498339752"
"W2061291687","W1498339752"
"W2184420851","W2123295839"
"W3112856747","W2919820997"
"W4210486892","W1498339752"
"W48388588","W1498339752"
"W112751330","W1498339752"
"W2092859278","W2123295839"
"W2244918072","W1498339752"
"W2261252800","W2123295839"
"W2727641268","W2123295839"
"W2736253832","W1498339752"
"W2736253832","W2123295839"
"W2783326937","W1498339752"
"W28317786","W1498339752"
"W3047192535","W1498339752"
"W4312854177","W1498339752"
"W1540103261","W2123295839"
"W1967077043","W1498339752"
"W2543301153","W1498339752"
"W2804133130","W2123295839"
"W2952952851","W1498339752"
"W2970691387","W1498339752"
"W3012299412","W1498339752"
"W3028261619","W1498339752"
"W3035873696","W2123295839"
"W3117676003","W1498339752"
"W3118688106","W1498339752"
"W3119488757","W1498339752"
"W3119488757","W2884459365"
"W3153809378","W2123295839"
"W4214893412","W2123295839"
"W4224271691","W1498339752"
"W4224271691","W2919820997"
"W1586125497","W1498339752"
"W1929287903","W1498339752"
"W2343360544","W1498339752"
"W2508045927","W1498339752"
"W2569644993","W1498339752"
"W2740191732","W2123295839"
"W2752734770","W1498339752"
"W2990682470","W1989435151"
"W3089913828","W1498339752"
"W3123645190","W1498339752"
"W3160882206","W1498339752"
"W3164293987","W1989435151"
"W4224230384","W1498339752"
"W4224230384","W2919820997"
"W4224255613","W1498339752"
"W4224255613","W2919820997"
"W4224303469","W1498339752"
"W4224303469","W2919820997"
"W4226201446","W2884459365"
"W4281552819","W1989435151"
"W4296191319","W1498339752"
"W4296781464","W2884459365"
"W4309076316","W1498339752"
"W4322209632","W2884459365"
"W4378472910","W1498339752"
"W4380609157","W2123295839"
"W4380887207","W1498339752"
"W4386292815","W2884459365"
"W4387770693","W2884459365"
"W4392296081","W1498339752"
"W4393975499","W2123295839"
"W4396592667","W2919820997"
"W4402615970","W2123295839"
"W1520431092","W1498339752"
"W2090229508","W1498339752"
"W2090229508","W2123295839"
"W2168901852","W1498339752"
"W2526896481","W2123295839"
"W2811204099","W1498339752"
"W2974775970","W2884459365"
"W3006181137","W1498339752"
"W3011217980","W1498339752"
"W3124460528","W1498339752"
"W3129041378","W1498339752"
"W3160112194","W2123295839"
"W3199724914","W2123295839"
"W4205660253","W1498339752"
"W4213069588","W1498339752"
"W4283579908","W2884459365"
"W4296623374","W1498339752"
"W4296623708","W1498339752"
"W4320018312","W1498339752"
"W4385629753","W1498339752"
"W4389006097","W2123295839"
